League Name,name,id,was_active,total_attacks,total_defenses,trophies,current_rank,attack_0_star,attack_1_star,attack_2_star,attack_3_star,attack_total_star,defense_0_star,defense_1_star,defense_2_star,defense_3_star,defense_total_star,possible_attacks,possible_defense,attack_judge,defense_judge,attack_avg,defense_avg
Witch League 18,skarmorist,LULLURVYC,True,10,5,519,6,0,6,0,4,18,1,2,2,0,6,10,10,,,1.8,1.2
Witch League 17,Turbo_Thorsten,LV0C8VGYV,True,10,5,497,5,0,0,4,6,26,0,1,3,1,10,10,10,,,2.6,2.0
-,Kakashi:*,8CQLYYQV,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0
Witch League 17,Fabian,GV0RCYC2L,True,0,6,205,66,0,0,0,0,0,1,2,2,1,9,10,10,,,0,1.5
Wizard League 12,Dave,R2R200L09,True,8,6,179,80,0,5,3,0,11,0,0,2,4,16,8,8,,,1.375,2.6666666666666665
Wizard League 11,Fogetek,QCQYUVQ0U,True,8,4,343,20,0,0,2,6,22,0,1,0,3,10,8,8,,,2.75,2.5
-,finn_2502,RR2JJPJY,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0
-,Alexa,GV0U2LPV0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0
Wizard League 11,Homers87,R0L9VV290,True,8,5,192,56,0,5,2,1,12,0,1,1,3,12,8,8,,,1.5,2.4
Archer League 9,bebra00,GLC098UG0,True,8,5,354,19,0,2,2,4,18,0,1,3,1,10,8,8,,,2.25,2.0
-,Schmeili 01we,L0QRYL8Q,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0
Archer League 8,jjj,LQ2J90RVG,True,8,5,189,60,1,1,5,1,14,0,0,1,4,14,8,8,,,1.75,2.8
-,tomm3yr,R0GC8Y9CQ,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0
-,mona,GVJLCYGQY,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0
Barbarian League 4,GerminatorSuxx,R209PJUYR,True,6,4,224,33,0,0,1,5,17,0,0,0,4,12,6,6,,,2.8333333333333335,3.0
Barbarian League 4,Ar47 remmo,GGVQ0LG9C,True,6,3,157,53,1,1,4,0,9,0,0,1,2,8,6,6,,,1.5,2.6666666666666665
-,skarmorist2,G2LYLY88Q,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0
-,skarmorist3,G08QVJ0QC,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0
Skeleton League 2,ruwell 2.0,R0PYQCJVJ,True,6,5,290,27,1,1,2,2,11,2,1,1,1,6,6,6,,,1.8333333333333333,1.2
-,Goon,GR2C8VPYY,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0
Skeleton League 1,Hadith,GRR8RPCU9,True,6,4,428,5,0,0,0,6,18,2,1,1,0,3,6,6,,,3.0,0.75
-,skarmoristRush,GVRLLU2J2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0
-,Haram,QPULC2929,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0
-,adriano,GV2LRLU09,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0
-,Gör,CUJR98JR,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0
-,AioScHi,920VG0QRY,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0
-,byToobii,9Q80GC22J,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0
-,jonny,LQ9RQ0UJ8,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0
