League Name,name,id,was_active,total_attacks,total_defenses,trophies,current_rank,attack_0_star,attack_1_star,attack_2_star,attack_3_star,attack_total_star,defense_0_star,defense_1_star,defense_2_star,defense_3_star,defense_total_star,possible_attacks,possible_defense,attack_judge,defense_judge,attack_avg,defense_avg
Wizard League 11,bebra00,GLC098UG0,True,4,1,133,3,0,1,1,2,9,0,1,0,0,1,8,8,,,2.25,1.0
-,Alexa,GV0U2LPV0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0
Wizard League 11,Homers87,R0L9VV290,True,0,0,0,55,0,0,0,0,0,0,0,0,0,0,8,8,,,0,0
-,Schmeili 01we,L0QRYL8Q,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0
Archer League 8,jjj,LQ2J90RVG,True,0,0,0,31,0,0,0,0,0,0,0,0,0,0,8,8,,,0,0
Barbarian League 6,GerminatorSuxx,R209PJUYR,True,0,0,0,86,0,0,0,0,0,0,0,0,0,0,6,6,,,0,0
-,mona,GVJLCYGQY,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0
Barbarian League 4,Ar47 remmo,GGVQ0LG9C,True,0,0,0,96,0,0,0,0,0,0,0,0,0,0,6,6,,,0,0
-,skarmorist2,G2LYLY88Q,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0
Skeleton League 3,Hadith,GRR8RPCU9,True,0,0,0,96,0,0,0,0,0,0,0,0,0,0,6,6,,,0,0
-,skarmorist3,G08QVJ0QC,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0
Skeleton League 3,ruwell 2.0,R0PYQCJVJ,True,0,0,0,81,0,0,0,0,0,0,0,0,0,0,6,6,,,0,0
-,Goon,GR2C8VPYY,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0
Skeleton League 3,LightOfFlame,R90LY0JJ9,True,0,0,0,37,0,0,0,0,0,0,0,0,0,0,6,6,,,0,0
-,skarmoristRush,GVRLLU2J2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0
-,Haram,QPULC2929,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0
-,Gör,CUJR98JR,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0
-,AioScHi,920VG0QRY,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0
-,byToobii,9Q80GC22J,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0
-,jonny,LQ9RQ0UJ8,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0
